Customer_ID,Age,Gender,Annual_Income,Spending_Score,Subscription_Type,Purchase_Frequency,Customer_Tenure,Channel,Product_Category
1388,58,Female,116601,20,Premium,3,5,Online,Electronics
1389,58,Male,116601,13,Premium,13,5,In-Store,Home & Kitchen
1390,38,Female,49180,69,Basic,13,6,Mobile App,Sports
1391,58,Male,116601,18,Premium,6,7,In-Store,Home & Kitchen
1392,38,Male,90341,61,Standard,12,6,Online,Toys
1393,38,Male,90341,70,Standard,14,5,Online,Clothing
1394,58,Male,116601,17,Premium,8,9,In-Store,Sports
1395,22,Male,49180,86,Standard,17,2,Online,Electronics
1396,38,Female,116601,69,Premium,12,4,In-Store,Clothing
1397,58,Female,49180,29,Standard,5,8,In-Store,Sports
1398,58,Female,49180,22,Basic,12,5,Online,Home & Kitchen
1399,58,Male,49180,46,Standard,11,9,In-Store,Books
1400,22,Male,90341,80,Standard,18,4,Online,Home & Kitchen
1401,58,Female,116601,35,Premium,12,8,Mobile App,Home & Kitchen
1402,38,Female,49180,48,Basic,5,5,Online,Books
1403,58,Male,90341,37,Premium,4,9,In-Store,Clothing
1404,58,Male,49180,38,Premium,10,9,Mobile App,Automotive
1405,22,Female,116601,83,Premium,20,2,Online,Clothing
1406,38,Female,116601,62,Premium,5,6,Mobile App,Books
1407,22,Male,49180,71,Standard,19,4,Online,Automotive
1408,38,Female,49180,52,Basic,6,6,Online,Home & Kitchen
1409,22,Male,49180,97,Basic,13,1,Mobile App,Beauty
1410,22,Female,90341,87,Standard,11,3,Online,Sports
1411,22,Male,116601,73,Standard,12,1,Online,Toys
1412,58,Female,90341,33,Basic,8,5,Online,Home & Kitchen
1413,58,Male,116601,11,Premium,11,8,In-Store,Clothing
1414,38,Female,49180,62,Basic,5,4,In-Store,Sports
1415,58,Female,90341,36,Standard,12,9,In-Store,Electronics
1416,58,Female,49180,25,Basic,3,8,In-Store,Home & Kitchen
1417,22,Male,49180,90,Basic,8,3,Mobile App,Books
1418,58,Female,116601,26,Premium,7,9,Online,Toys
1419,38,Female,90341,59,Standard,11,6,In-Store,Clothing
1420,58,Male,116601,25,Premium,3,5,In-Store,Automotive
1421,22,Male,116601,75,Premium,28,3,Online,Clothing
1422,58,Male,90341,39,Standard,10,9,In-Store,Sports
1423,58,Male,90341,15,Premium,13,7,Online,Books
1424,22,Female,90341,79,Standard,19,1,Mobile App,Electronics
1425,38,Female,116601,71,Premium,14,6,Mobile App,Electronics
1426,22,Male,116601,76,Premium,28,1,Online,Books
1427,58,Male,49180,21,Standard,10,5,Mobile App,Electronics
1428,38,Male,90341,73,Standard,12,3,Online,Clothing
1429,38,Male,116601,43,Premium,11,5,Online,Clothing
1430,38,Female,90341,40,Standard,11,4,In-Store,Electronics
1431,58,Male,116601,10,Basic,13,5,In-Store,Home & Kitchen
1432,58,Female,90341,49,Basic,12,7,In-Store,Beauty
1433,22,Female,49180,93,Basic,3,4,Online,Beauty
1434,38,Female,49180,77,Basic,14,5,Mobile App,Sports
1435,22,Male,116601,77,Standard,10,3,Online,Clothing
1436,38,Male,49180,40,Basic,2,5,Mobile App,Clothing
1437,38,Male,116601,63,Standard,18,6,In-Store,Toys
1438,38,Male,90341,64,Standard,17,6,In-Store,Clothing
1439,22,Female,116601,94,Basic,1,4,Online,Beauty
1440,38,Male,116601,50,Premium,9,4,Online,Automotive
1441,38,Female,49180,57,Basic,13,5,Online,Home & Kitchen
1442,22,Male,90341,94,Basic,11,3,Online,Books
1443,22,Male,116601,94,Standard,13,1,Online,Electronics
1444,58,Female,49180,42,Premium,8,7,In-Store,Home & Kitchen
1445,38,Female,90341,74,Standard,13,6,In-Store,Home & Kitchen
1446,58,Female,90341,49,Standard,9,5,In-Store,Toys
1447,38,Female,49180,77,Standard,14,5,Mobile App,Sports
1448,38,Female,116601,72,Premium,3,3,Mobile App,Electronics
1449,38,Female,49180,45,Premium,2,3,Online,Sports
1450,58,Male,116601,47,Standard,5,5,In-Store,Clothing
1451,22,Female,116601,82,Premium,24,4,Mobile App,Beauty
1452,38,Male,90341,54,Standard,17,5,Online,Home & Kitchen
1453,58,Male,90341,37,Premium,5,6,In-Store,Clothing
1454,58,Male,90341,22,Basic,13,7,In-Store,Automotive
1455,58,Female,90341,37,Standard,8,8,In-Store,Books
1456,38,Female,90341,60,Standard,13,3,Online,Clothing
1457,22,Female,116601,94,Premium,21,3,Mobile App,Sports
1458,38,Female,90341,68,Standard,12,3,Online,Beauty
1459,38,Male,90341,51,Basic,10,6,Online,Clothing
1460,38,Female,116601,62,Premium,10,4,In-Store,Sports
1461,38,Female,90341,60,Standard,14,3,Mobile App,Home & Kitchen
1462,38,Female,90341,79,Basic,12,5,Mobile App,Toys
1463,58,Female,49180,35,Standard,3,6,In-Store,Clothing
1464,22,Female,90341,99,Basic,14,4,Online,Home & Kitchen
1465,58,Female,116601,36,Standard,10,8,Mobile App,Home & Kitchen
1466,22,Female,49180,85,Basic,1,1,Online,Electronics
1467,58,Female,116601,36,Standard,2,5,In-Store,Books
1468,58,Female,49180,32,Basic,2,9,Online,Clothing
1469,22,Female,90341,93,Standard,11,4,Online,Beauty
1470,22,Male,49180,87,Premium,21,1,Online,Clothing
1471,58,Female,90341,47,Premium,10,5,Online,Books
1472,58,Male,116601,30,Standard,1,6,Mobile App,Home & Kitchen
1473,58,Female,49180,45,Premium,2,9,Mobile App,Automotive
1474,58,Male,90341,40,Standard,9,8,Online,Home & Kitchen
1475,58,Female,49180,42,Standard,10,7,In-Store,Beauty
1476,58,Male,90341,31,Standard,4,6,In-Store,Books
1477,58,Male,116601,39,Standard,11,9,In-Store,Sports
1478,22,Female,90341,75,Premium,24,4,Mobile App,Electronics
1479,58,Male,116601,12,Standard,3,7,In-Store,Books
1480,22,Female,49180,91,Basic,14,3,Online,Electronics
1481,58,Female,49180,16,Basic,5,7,In-Store,Books
1482,22,Female,49180,88,Basic,1,3,Online,Home & Kitchen
1483,38,Female,49180,68,Standard,16,6,Mobile App,Clothing
1484,38,Male,49180,58,Basic,4,4,Mobile App,Sports
1485,58,Male,116601,23,Premium,11,5,In-Store,Books
1486,22,Female,49180,93,Standard,15,4,Online,Beauty
1487,38,Male,90341,54,Basic,7,4,In-Store,Clothing
1488,22,Female,90341,86,Standard,13,4,Online,Home & Kitchen
1489,58,Male,90341,17,Standard,14,6,In-Store,Home & Kitchen
1490,58,Male,116601,12,Standard,3,6,Mobile App,Clothing
1491,22,Female,49180,71,Basic,3,1,Online,Sports
1492,58,Female,90341,39,Standard,13,8,Mobile App,Sports
1493,22,Female,90341,82,Standard,11,1,Online,Clothing
1494,22,Male,116601,94,Premium,19,4,Online,Home & Kitchen
1495,58,Female,49180,34,Basic,2,9,In-Store,Electronics
1496,22,Male,49180,83,Basic,5,2,Online,Clothing
1497,22,Male,90341,74,Standard,13,4,Online,Electronics
1498,58,Male,116601,25,Premium,8,7,Online,Books
1499,58,Female,116601,28,Premium,8,6,In-Store,Automotive
1500,38,Male,116601,54,Standard,19,3,Mobile App,Clothing
1501,22,Male,90341,83,Basic,6,4,Online,Electronics
1502,22,Male,116601,98,Premium,25,1,Online,Home & Kitchen
1503,58,Female,116601,31,Standard,12,7,In-Store,Home & Kitchen
1504,38,Female,90341,66,Standard,19,3,Online,Clothing
1505,22,Male,49180,75,Basic,1,4,Mobile App,Sports
1506,22,Male,49180,81,Basic,3,1,Mobile App,Clothing
1507,38,Male,49180,65,Standard,17,6,In-Store,Electronics
1508,58,Female,90341,11,Standard,11,9,In-Store,Books
1509,22,Female,116601,80,Standard,11,3,Mobile App,Electronics
1510,58,Female,116601,40,Premium,2,9,In-Store,Books
1511,58,Female,116601,14,Basic,3,6,In-Store,Electronics
1512,22,Female,90341,91,Standard,14,1,Online,Electronics
1513,38,Male,90341,46,Standard,12,5,Mobile App,Books
1514,58,Female,90341,31,Standard,6,5,In-Store,Sports
1515,58,Female,49180,19,Basic,5,8,In-Store,Sports
1516,38,Male,116601,78,Standard,19,4,Online,Books
1517,58,Female,116601,40,Premium,9,7,Online,Home & Kitchen
1518,58,Female,49180,13,Standard,8,7,Online,Books
1519,22,Male,116601,86,Standard,13,4,Online,Clothing
1520,38,Male,90341,53,Standard,11,3,Mobile App,Home & Kitchen
1521,22,Female,90341,73,Standard,12,1,Online,Toys
1522,38,Female,90341,49,Standard,16,5,In-Store,Electronics
1523,58,Female,116601,44,Premium,3,5,In-Store,Clothing
1524,38,Male,49180,68,Basic,4,5,Online,Electronics
1525,58,Female,49180,11,Basic,2,6,In-Store,Home & Kitchen
1526,58,Female,116601,20,Standard,3,7,In-Store,Automotive
1527,22,Female,90341,74,Standard,17,1,Mobile App,Sports
1528,38,Male,116601,75,Standard,13,4,Online,Clothing
1529,22,Male,116601,72,Premium,24,4,Online,Beauty
1530,38,Male,116601,75,Standard,17,3,In-Store,Clothing
1531,38,Female,116601,40,Premium,8,5,Mobile App,Electronics
1532,38,Female,90341,55,Premium,13,6,Mobile App,Toys
1533,22,Female,49180,72,Basic,3,4,Online,Sports
1534,58,Female,116601,22,Premium,5,8,Online,Automotive
1535,38,Female,116601,56,Premium,6,4,Mobile App,Home & Kitchen
1536,58,Male,116601,44,Standard,8,6,In-Store,Books
1537,58,Female,90341,42,Standard,9,5,Mobile App,Books
1538,38,Male,116601,57,Premium,3,4,In-Store,Beauty
1539,22,Female,90341,95,Standard,15,4,Online,Clothing
1540,22,Male,116601,97,Premium,24,2,Online,Automotive
1541,38,Male,49180,71,Basic,4,6,Online,Clothing
1542,22,Female,49180,80,Standard,14,1,Online,Electronics
1543,22,Male,49180,78,Basic,2,2,Online,Sports
1544,38,Female,90341,43,Standard,19,3,Online,Clothing
1545,38,Male,49180,66,Basic,8,6,In-Store,Books
1546,38,Female,49180,60,Basic,10,6,Online,Electronics
1547,22,Male,116601,89,Basic,8,2,Online,Beauty
1548,58,Male,116601,19,Premium,3,8,Online,Clothing
1549,22,Female,116601,90,Premium,21,1,Online,Home & Kitchen
1550,38,Male,116601,51,Standard,15,6,Online,Electronics
1551,22,Female,116601,79,Premium,21,1,Online,Clothing
1552,22,Female,116601,97,Premium,29,4,Online,Sports
1553,38,Female,49180,46,Basic,7,3,In-Store,Sports
1554,38,Male,116601,76,Premium,7,5,In-Store,Beauty
1555,58,Female,116601,42,Basic,4,6,In-Store,Books
1556,22,Female,116601,73,Premium,23,3,Online,Home & Kitchen
1557,22,Female,116601,84,Standard,11,3,Mobile App,Beauty
1558,22,Male,49180,84,Basic,7,1,Online,Electronics
1559,38,Male,90341,56,Premium,7,5,Online,Home & Kitchen
1560,58,Male,90341,27,Standard,12,7,In-Store,Books
1561,58,Male,49180,15,Premium,3,6,In-Store,Clothing
1562,38,Female,90341,77,Standard,18,6,In-Store,Beauty
1563,22,Male,49180,92,Basic,11,2,Online,Sports
1564,38,Female,90341,67,Standard,14,4,Online,Sports
1565,58,Male,116601,20,Basic,14,6,In-Store,Books
1566,22,Female,90341,80,Standard,14,3,Online,Clothing
1567,58,Female,90341,29,Standard,3,8,In-Store,Electronics
1568,22,Male,116601,89,Basic,7,2,Mobile App,Electronics
1569,58,Female,116601,44,Premium,10,5,In-Store,Sports
1570,58,Male,49180,25,Standard,9,8,Mobile App,Books
1571,38,Male,116601,47,Basic,4,4,Online,Sports
1572,58,Female,116601,30,Premium,9,9,Online,Books
1573,22,Male,116601,93,Basic,6,1,Online,Toys
1574,38,Male,90341,51,Standard,12,3,Online,Home & Kitchen
1575,38,Male,49180,47,Basic,3,4,Online,Beauty
1576,22,Male,90341,84,Standard,17,4,Mobile App,Clothing
1577,22,Male,116601,98,Premium,20,2,Online,Automotive
1578,38,Male,49180,69,Basic,12,5,Online,Home & Kitchen
1579,22,Female,90341,92,Standard,15,4,Online,Beauty
1580,58,Male,49180,18,Basic,9,8,In-Store,Books
1581,22,Female,116601,96,Premium,19,4,Online,Clothing
1582,58,Male,90341,41,Standard,10,5,Online,Clothing
1583,22,Male,49180,82,Basic,5,2,Mobile App,Toys
1584,38,Male,116601,69,Premium,5,6,Mobile App,Home & Kitchen
1585,38,Female,90341,69,Standard,18,3,In-Store,Beauty
1586,38,Female,49180,43,Basic,10,6,Mobile App,Electronics
1587,22,Male,90341,95,Basic,4,2,Mobile App,Clothing
1588,38,Male,116601,74,Premium,7,3,Online,Sports
1589,22,Male,116601,97,Premium,23,1,Online,Electronics
1590,58,Male,49180,32,Basic,6,6,In-Store,Beauty
1591,22,Male,49180,92,Standard,16,1,Online,Sports
1592,22,Female,116601,97,Premium,18,3,Online,Beauty
1593,22,Male,49180,88,Basic,14,4,Online,Electronics
1594,38,Female,49180,68,Basic,13,6,Online,Electronics
1595,58,Female,90341,41,Standard,12,6,In-Store,Books
1596,22,Female,116601,81,Premium,20,4,Online,Beauty
1597,58,Female,116601,14,Standard,5,6,Mobile App,Sports
1598,58,Female,90341,12,Premium,6,9,In-Store,Home & Kitchen
1599,58,Female,116601,46,Standard,2,5,In-Store,Home & Kitchen
1600,38,Male,116601,41,Premium,11,6,Online,Beauty
1601,38,Female,90341,77,Standard,11,6,In-Store,Electronics
1602,22,Female,90341,89,Standard,17,4,Online,Electronics
1603,22,Male,90341,83,Standard,10,3,Online,Automotive
1604,38,Female,49180,57,Basic,3,6,Online,Clothing
1605,58,Female,116601,39,Basic,8,9,Online,Beauty
1606,58,Female,116601,44,Standard,6,6,Online,Electronics
1607,38,Female,90341,69,Basic,7,4,In-Store,Clothing
1608,58,Male,49180,27,Basic,8,7,In-Store,Beauty
1609,58,Male,90341,24,Premium,7,5,In-Store,Sports
1610,38,Female,116601,40,Premium,8,5,Online,Electronics
1611,38,Male,90341,66,Basic,13,3,Online,Sports
1612,38,Male,90341,62,Standard,18,4,Online,Clothing
1613,58,Male,49180,35,Basic,12,8,In-Store,Electronics
1614,58,Female,49180,45,Standard,11,5,Online,Books
1615,22,Male,49180,97,Basic,14,2,Online,Clothing
1616,58,Male,116601,44,Basic,7,6,Online,Toys
1617,58,Male,90341,10,Standard,2,6,Mobile App,Home & Kitchen
1618,38,Male,90341,67,Basic,9,3,Online,Clothing
1619,58,Female,49180,40,Basic,10,7,Online,Automotive
1620,58,Female,116601,13,Basic,13,7,In-Store,Beauty
1621,38,Female,49180,56,Basic,8,5,In-Store,Clothing
1622,22,Female,116601,93,Premium,26,4,Mobile App,Clothing
1623,38,Female,49180,75,Basic,4,3,Online,Home & Kitchen
1624,22,Male,49180,93,Basic,1,1,Online,Beauty
1625,22,Female,116601,87,Standard,15,1,Online,Home & Kitchen
1626,58,Female,90341,44,Standard,6,9,In-Store,Electronics
1627,38,Male,116601,67,Standard,19,5,Online,Electronics
1628,58,Female,116601,44,Premium,5,6,In-Store,Automotive
1629,58,Male,90341,49,Standard,12,9,In-Store,Toys
1630,38,Female,90341,59,Basic,7,3,Online,Clothing
1631,58,Male,90341,49,Standard,9,5,In-Store,Home & Kitchen
1632,38,Male,49180,40,Basic,13,6,Online,Automotive
1633,22,Female,49180,71,Premium,26,2,Mobile App,Clothing
1634,22,Female,116601,80,Premium,28,3,Mobile App,Electronics
1635,58,Male,90341,24,Standard,9,6,Online,Beauty
1636,22,Male,49180,89,Basic,12,2,Online,Beauty
1637,38,Male,49180,42,Basic,2,6,In-Store,Clothing
1638,38,Female,116601,65,Standard,19,4,Mobile App,Home & Kitchen
1639,22,Male,116601,91,Premium,18,2,Online,Clothing
1640,58,Male,116601,21,Premium,6,5,In-Store,Beauty
1641,58,Female,49180,21,Basic,3,9,In-Store,Automotive
1642,58,Female,116601,22,Standard,1,9,Mobile App,Automotive
1643,22,Female,90341,76,Standard,15,1,Online,Automotive
1644,38,Male,49180,44,Basic,3,4,Mobile App,Sports
1645,38,Male,90341,44,Standard,13,3,Online,Sports
1646,58,Male,90341,46,Premium,12,8,In-Store,Electronics
1647,38,Female,49180,60,Basic,4,5,Mobile App,Automotive
1648,38,Female,116601,51,Premium,7,3,Online,Home & Kitchen
1649,22,Female,116601,87,Premium,25,2,In-Store,Clothing
1650,58,Female,116601,28,Standard,10,7,Online,Books
1651,22,Male,90341,80,Premium,25,3,Online,Electronics
1652,38,Female,49180,77,Basic,12,3,Mobile App,Beauty
1653,58,Male,49180,43,Basic,9,9,In-Store,Electronics
1654,38,Female,90341,74,Basic,8,3,Mobile App,Automotive
1655,58,Female,49180,10,Basic,13,6,Online,Beauty
1656,58,Female,90341,33,Standard,11,8,In-Store,Beauty
1657,58,Male,49180,15,Basic,8,7,In-Store,Electronics
1658,58,Male,116601,33,Premium,10,7,In-Store,Beauty
1659,38,Female,116601,49,Premium,1,5,In-Store,Beauty
1660,22,Female,116601,78,Premium,15,4,Mobile App,Sports
1661,22,Female,90341,83,Standard,15,4,In-Store,Clothing
1662,58,Female,49180,39,Standard,6,5,In-Store,Automotive
1663,58,Female,116601,41,Standard,5,7,In-Store,Home & Kitchen
1664,38,Female,49180,46,Basic,14,5,Online,Home & Kitchen
1665,38,Male,116601,50,Premium,14,5,In-Store,Home & Kitchen
1666,38,Female,49180,65,Premium,6,6,In-Store,Electronics
1667,22,Male,90341,74,Standard,14,2,Online,Electronics
1668,38,Female,49180,70,Basic,6,4,Mobile App,Clothing
1669,38,Female,49180,75,Basic,6,3,In-Store,Sports
1670,58,Female,90341,44,Premium,3,5,In-Store,Books
1671,38,Female,90341,69,Standard,18,3,In-Store,Toys
1672,58,Female,116601,28,Premium,2,7,In-Store,Beauty
1673,22,Male,49180,87,Basic,5,3,Online,Home & Kitchen
1674,38,Female,90341,67,Standard,18,4,In-Store,Clothing
1675,22,Male,49180,88,Premium,17,4,Mobile App,Clothing
1676,22,Female,90341,73,Standard,11,3,Online,Electronics
1677,58,Male,49180,21,Basic,10,5,Online,Home & Kitchen
1678,38,Female,49180,61,Standard,17,3,Online,Clothing
1679,22,Female,116601,81,Premium,24,3,Mobile App,Electronics
1680,58,Male,116601,21,Standard,8,8,In-Store,Clothing
1681,22,Male,49180,78,Basic,2,3,Online,Sports
1682,58,Male,49180,28,Basic,4,7,Online,Home & Kitchen
1683,22,Male,116601,72,Standard,17,2,Online,Electronics
1684,58,Female,49180,13,Basic,11,7,In-Store,Toys
1685,38,Female,116601,50,Premium,8,6,Mobile App,Home & Kitchen
1686,38,Male,49180,58,Basic,14,6,In-Store,Electronics
1687,22,Male,49180,72,Basic,2,4,Online,Clothing
1688,38,Male,90341,78,Standard,14,4,In-Store,Home & Kitchen
1689,38,Male,116601,75,Premium,4,5,In-Store,Clothing
1690,38,Male,116601,49,Premium,6,3,Mobile App,Electronics
1691,38,Female,90341,49,Standard,14,5,In-Store,Toys
1692,38,Male,116601,48,Premium,4,3,In-Store,Electronics
1693,38,Male,49180,58,Basic,2,4,In-Store,Books
1694,22,Female,116601,86,Standard,14,4,Mobile App,Clothing
1695,38,Female,90341,59,Standard,12,3,Mobile App,Sports
1696,58,Female,49180,33,Basic,14,6,In-Store,Books
1697,58,Female,116601,38,Standard,8,7,In-Store,Automotive
1698,38,Male,90341,63,Basic,5,4,Online,Beauty
1699,38,Female,116601,48,Premium,7,6,Mobile App,Beauty
1700,58,Male,90341,44,Standard,7,5,Online,Home & Kitchen
1701,22,Female,90341,81,Standard,15,2,Online,Beauty
1702,38,Female,116601,53,Standard,17,6,In-Store,Sports
1703,58,Male,49180,15,Basic,7,5,Online,Electronics
1704,22,Male,90341,94,Basic,13,3,Online,Clothing
1705,58,Male,49180,45,Standard,8,5,In-Store,Electronics
1706,22,Male,90341,72,Standard,11,4,Online,Beauty
1707,38,Male,116601,68,Premium,13,5,In-Store,Electronics
1708,22,Male,49180,98,Basic,11,4,Online,Electronics
1709,22,Female,90341,77,Standard,13,4,Online,Beauty
1710,22,Female,49180,76,Basic,4,3,Online,Clothing
1711,22,Male,49180,70,Basic,14,3,Online,Beauty
1712,38,Female,116601,51,Standard,16,3,Mobile App,Clothing
1713,38,Male,49180,60,Basic,10,3,In-Store,Beauty
1714,22,Male,116601,78,Premium,25,1,Online,Clothing
1715,38,Female,116601,67,Standard,19,6,In-Store,Clothing
1716,58,Male,116601,48,Standard,8,5,Mobile App,Books
1717,22,Male,90341,76,Standard,17,3,Online,Automotive
1718,58,Female,49180,49,Premium,6,9,In-Store,Beauty
1719,58,Male,90341,38,Premium,1,5,In-Store,Clothing
1720,38,Male,116601,42,Premium,1,4,In-Store,Sports
1721,58,Female,90341,48,Basic,2,7,In-Store,Home & Kitchen
1722,58,Female,116601,12,Standard,8,5,Online,Clothing
1723,38,Male,49180,75,Standard,11,4,In-Store,Sports
1724,58,Male,116601,35,Premium,5,7,In-Store,Home & Kitchen
1725,58,Male,116601,14,Basic,1,7,In-Store,Automotive
1726,58,Female,49180,17,Premium,4,6,In-Store,Sports
1727,58,Male,49180,10,Basic,9,6,Online,Automotive
1728,38,Male,90341,64,Basic,14,3,Online,Electronics
1729,22,Female,49180,71,Basic,5,1,Online,Clothing
1730,22,Male,49180,86,Basic,5,4,Mobile App,Beauty
1731,38,Male,49180,42,Premium,4,5,In-Store,Electronics
1732,58,Male,116601,41,Standard,9,9,In-Store,Sports
1733,58,Female,116601,35,Standard,7,7,In-Store,Clothing
1734,58,Female,116601,45,Premium,10,6,In-Store,Home & Kitchen
1735,22,Male,90341,81,Standard,11,4,Online,Clothing
1736,38,Male,90341,53,Standard,15,3,In-Store,Automotive
1737,38,Female,116601,42,Standard,10,4,In-Store,Sports
1738,38,Female,116601,56,Standard,15,5,Mobile App,Electronics
1739,38,Male,90341,45,Basic,9,3,In-Store,Electronics
1740,22,Female,90341,86,Standard,16,1,Online,Toys
1741,22,Female,90341,96,Standard,14,3,Online,Clothing
1742,38,Male,90341,67,Standard,17,4,Online,Home & Kitchen
1743,38,Male,116601,68,Standard,10,3,Mobile App,Home & Kitchen
1744,58,Male,116601,30,Basic,4,8,In-Store,Sports
1745,38,Male,49180,56,Basic,6,4,In-Store,Beauty
1746,22,Female,49180,71,Basic,12,3,Mobile App,Toys
1747,38,Female,90341,53,Premium,2,4,In-Store,Clothing
1748,58,Female,49180,45,Basic,13,9,In-Store,Home & Kitchen
1749,58,Male,90341,44,Standard,5,8,In-Store,Home & Kitchen
1750,22,Male,116601,99,Basic,1,2,Online,Home & Kitchen
1751,22,Male,116601,99,Premium,26,1,Online,Electronics
1752,38,Female,49180,53,Basic,6,6,Online,Electronics
1753,38,Female,49180,48,Standard,14,6,Online,Toys
1754,58,Female,116601,21,Premium,3,8,In-Store,Automotive
1755,38,Male,90341,42,Basic,3,3,In-Store,Home & Kitchen
1756,58,Female,90341,30,Standard,4,5,Mobile App,Clothing
1757,58,Female,116601,40,Premium,13,7,Mobile App,Home & Kitchen
1758,38,Male,90341,45,Basic,13,3,In-Store,Clothing
1759,38,Female,90341,52,Standard,13,3,In-Store,Beauty
1760,38,Male,49180,72,Premium,8,5,Mobile App,Beauty
1761,22,Male,116601,89,Standard,12,1,Online,Clothing
1762,38,Male,90341,42,Standard,11,3,Mobile App,Books
1763,38,Male,49180,75,Basic,8,6,In-Store,Home & Kitchen
1764,22,Female,49180,88,Basic,10,3,Online,Sports
1765,38,Male,116601,51,Basic,8,3,Mobile App,Beauty
1766,22,Male,90341,87,Premium,20,1,Mobile App,Clothing
1767,58,Female,49180,41,Premium,9,8,Online,Books
1768,38,Male,49180,79,Basic,9,4,In-Store,Home & Kitchen
1769,58,Male,49180,25,Basic,11,9,In-Store,Home & Kitchen
1770,22,Female,49180,96,Basic,1,4,Online,Sports
1771,38,Female,49180,66,Basic,9,5,Online,Electronics
1772,38,Male,116601,40,Premium,2,3,Online,Sports
1773,58,Male,116601,46,Premium,6,5,In-Store,Home & Kitchen
1774,22,Female,90341,74,Standard,16,2,Online,Toys
1775,22,Female,116601,88,Premium,22,2,Mobile App,Electronics
1776,22,Male,49180,90,Basic,8,2,Online,Automotive
1777,22,Male,116601,80,Premium,21,1,Online,Clothing
1778,22,Female,49180,79,Standard,12,4,Mobile App,Beauty
1779,22,Male,90341,73,Standard,18,2,In-Store,Beauty
1780,58,Male,49180,17,Basic,2,7,In-Store,Home & Kitchen
1781,22,Male,116601,82,Basic,7,1,Online,Automotive
1782,38,Female,116601,51,Premium,7,6,Online,Home & Kitchen
1783,58,Male,90341,11,Standard,4,8,In-Store,Automotive
1784,58,Male,49180,25,Basic,14,8,Online,Home & Kitchen
1785,58,Female,49180,43,Premium,8,8,In-Store,Clothing
1786,22,Male,116601,70,Premium,27,4,Online,Clothing
1787,38,Female,49180,71,Basic,2,5,Online,Toys
1788,22,Male,116601,82,Standard,15,2,Online,Beauty
1789,58,Female,90341,25,Premium,3,7,Online,Books
1790,22,Female,49180,81,Basic,9,1,Online,Beauty
1791,38,Male,90341,49,Basic,14,3,Online,Books
1792,38,Male,116601,79,Basic,1,3,Online,Automotive
1793,58,Female,90341,28,Standard,12,6,In-Store,Home & Kitchen
1794,58,Male,49180,44,Basic,8,6,In-Store,Home & Kitchen
1795,58,Female,49180,46,Basic,5,7,In-Store,Home & Kitchen
1796,58,Female,90341,33,Standard,3,8,Online,Home & Kitchen
1797,58,Female,49180,49,Standard,6,9,Online,Home & Kitchen
1798,38,Male,116601,69,Premium,14,4,Online,Electronics
1799,22,Male,49180,80,Basic,14,3,Online,Home & Kitchen
1800,38,Male,116601,78,Premium,2,4,Mobile App,Electronics
1801,58,Female,90341,38,Standard,14,5,In-Store,Electronics
1802,58,Male,90341,12,Premium,5,6,Mobile App,Electronics
1803,38,Female,90341,53,Standard,14,5,Mobile App,Sports
1804,58,Female,90341,23,Basic,6,7,Online,Clothing
1805,58,Female,49180,36,Basic,5,6,In-Store,Clothing
1806,58,Male,116601,46,Standard,9,6,In-Store,Electronics
1807,22,Female,49180,86,Basic,2,3,Online,Home & Kitchen
1808,22,Female,90341,71,Basic,5,1,Mobile App,Electronics
1809,22,Female,116601,95,Premium,17,4,Online,Beauty
1810,22,Female,49180,85,Basic,4,4,Online,Sports
1811,22,Male,116601,80,Standard,15,4,Online,Books
1812,58,Male,49180,43,Basic,8,5,Online,Home & Kitchen
1813,58,Male,90341,38,Basic,2,9,Online,Books
1814,22,Female,116601,89,Standard,15,2,Online,Sports
1815,22,Male,116601,75,Premium,25,2,Online,Electronics
1816,38,Male,90341,43,Standard,18,3,Online,Electronics
1817,58,Female,49180,13,Basic,11,7,Online,Books
1818,22,Female,116601,81,Premium,20,2,Mobile App,Clothing
1819,22,Male,90341,96,Basic,2,4,Online,Home & Kitchen
1820,38,Female,116601,48,Premium,1,4,Online,Sports
1821,38,Male,90341,56,Basic,8,5,Online,Home & Kitchen
1822,38,Male,90341,73,Standard,13,5,In-Store,Electronics
1823,22,Female,116601,98,Basic,8,4,Online,Clothing
1824,58,Male,90341,45,Standard,11,9,In-Store,Beauty
1825,58,Female,49180,37,Standard,7,6,In-Store,Home & Kitchen
1826,58,Female,116601,22,Premium,9,5,In-Store,Books
1827,22,Male,116601,81,Standard,16,1,Online,Toys
1828,58,Female,49180,20,Basic,11,6,Online,Home & Kitchen
1829,58,Male,49180,45,Basic,3,9,In-Store,Home & Kitchen
1830,38,Female,90341,73,Standard,10,5,In-Store,Electronics
1831,58,Female,90341,45,Standard,9,5,In-Store,Clothing
1832,58,Female,49180,15,Basic,7,8,In-Store,Home & Kitchen
1833,38,Female,116601,52,Premium,3,5,Mobile App,Beauty
1834,38,Male,116601,79,Basic,3,5,Mobile App,Beauty
1835,58,Male,49180,36,Basic,11,6,In-Store,Home & Kitchen
1836,22,Male,49180,74,Basic,3,2,Online,Home & Kitchen
1837,58,Female,49180,37,Basic,5,5,Online,Home & Kitchen
1838,58,Female,90341,18,Basic,8,7,Online,Home & Kitchen
1839,38,Female,116601,46,Premium,4,3,Online,Home & Kitchen
1840,22,Male,90341,97,Standard,16,3,Online,Home & Kitchen
